,ImageLink,ImageScore,AnimeName
168,https://cdn.myanimelist.net/images/anime/10/51723l.jpg,8.90,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare
169,https://cdn.myanimelist.net/images/anime/1101/122343l.jpg,8.90,Shingeki no Kyojin: The Final Season - Kanketsu-hen
170,https://cdn.myanimelist.net/images/anime/1361/130998l.jpg,8.90,Shingeki no Kyojin: The Final Season - Kanketsu-hen
171,https://cdn.myanimelist.net/images/anime/1279/131078l.jpg,8.90,Shingeki no Kyojin: The Final Season - Kanketsu-hen
172,https://cdn.myanimelist.net/images/anime/1398/135979l.jpg,8.90,Shingeki no Kyojin: The Final Season - Kanketsu-hen
173,https://cdn.myanimelist.net/images/anime/2/5824l.jpg,8.88,Monster
174,https://cdn.myanimelist.net/images/anime/10/8618l.jpg,8.88,Monster
175,https://cdn.myanimelist.net/images/anime/10/13733l.jpg,8.88,Monster
176,https://cdn.myanimelist.net/images/anime/10/18793l.jpg,8.88,Monster
177,https://cdn.myanimelist.net/images/anime/1573/132904l.jpg,8.88,Monster
178,https://cdn.myanimelist.net/images/anime/1587/91094l.jpg,8.88,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen
179,https://cdn.myanimelist.net/images/anime/1518/95051l.jpg,8.88,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen
180,https://cdn.myanimelist.net/images/anime/1387/95113l.jpg,8.88,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen
181,https://cdn.myanimelist.net/images/anime/1776/96566l.jpg,8.88,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen
182,https://cdn.myanimelist.net/images/anime/1173/109633l.jpg,8.88,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen
183,https://cdn.myanimelist.net/images/anime/1152/109754l.jpg,8.88,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen
184,https://cdn.myanimelist.net/images/anime/1419/115065l.jpg,8.88,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen
185,https://cdn.myanimelist.net/images/anime/1832/93187l.jpg,8.87,Violet Evergarden Movie
186,https://cdn.myanimelist.net/images/anime/1032/100778l.jpg,8.87,Violet Evergarden Movie
187,https://cdn.myanimelist.net/images/anime/1876/102218l.jpg,8.87,Violet Evergarden Movie
188,https://cdn.myanimelist.net/images/anime/1614/106512l.jpg,8.87,Violet Evergarden Movie
189,https://cdn.myanimelist.net/images/anime/1825/110716l.jpg,8.87,Violet Evergarden Movie
190,https://cdn.myanimelist.net/images/anime/6/87322l.jpg,8.87,Owarimonogatari 2nd Season
191,https://cdn.myanimelist.net/images/anime/2/89401l.jpg,8.87,Owarimonogatari 2nd Season
192,https://cdn.myanimelist.net/images/anime/1239/96206l.jpg,8.87,Owarimonogatari 2nd Season
193,https://cdn.myanimelist.net/images/anime/1317/122614l.jpg,8.87,Owarimonogatari 2nd Season
194,https://cdn.myanimelist.net/images/anime/1684/142420l.jpg,8.87,Owarimonogatari 2nd Season
195,https://cdn.myanimelist.net/images/anime/9/77484l.jpg,8.84,Kimi no Na wa.
196,https://cdn.myanimelist.net/images/anime/5/87048l.jpg,8.84,Kimi no Na wa.
197,https://cdn.myanimelist.net/images/anime/3/87049l.jpg,8.84,Kimi no Na wa.
198,https://cdn.myanimelist.net/images/anime/7/87281l.jpg,8.84,Kimi no Na wa.
199,https://cdn.myanimelist.net/images/anime/1823/127994l.jpg,8.84,Kimi no Na wa.
200,https://cdn.myanimelist.net/images/anime/1168/128144l.jpg,8.84,Jujutsu Kaisen 2nd Season
201,https://cdn.myanimelist.net/images/anime/1676/128448l.jpg,8.84,Jujutsu Kaisen 2nd Season
202,https://cdn.myanimelist.net/images/anime/1600/134703l.jpg,8.84,Jujutsu Kaisen 2nd Season
203,https://cdn.myanimelist.net/images/anime/1792/138022l.jpg,8.84,Jujutsu Kaisen 2nd Season
204,https://cdn.myanimelist.net/images/anime/1732/139397l.jpg,8.84,Jujutsu Kaisen 2nd Season
205,https://cdn.myanimelist.net/images/anime/1558/104184l.jpg,8.82,Kingdom 3rd Season
206,https://cdn.myanimelist.net/images/anime/1431/104795l.jpg,8.82,Kingdom 3rd Season
207,https://cdn.myanimelist.net/images/anime/1332/106392l.jpg,8.82,Kingdom 3rd Season
208,https://cdn.myanimelist.net/images/anime/1747/106393l.jpg,8.82,Kingdom 3rd Season
209,https://cdn.myanimelist.net/images/anime/1443/111830l.jpg,8.82,Kingdom 3rd Season
210,https://cdn.myanimelist.net/images/anime/1604/113549l.jpg,8.82,Kingdom 3rd Season
211,https://cdn.myanimelist.net/images/anime/1698/114286l.jpg,8.82,Kingdom 3rd Season
212,https://cdn.myanimelist.net/images/anime/1776/117248l.jpg,8.82,Kingdom 3rd Season
213,https://cdn.myanimelist.net/images/anime/1975/117281l.jpg,8.82,Kingdom 3rd Season
214,https://cdn.myanimelist.net/images/anime/12/89603l.jpg,8.81,Gintama.: Shirogane no Tamashii-hen
215,https://cdn.myanimelist.net/images/anime/1833/116404l.jpg,8.81,Vinland Saga Season 2
216,https://cdn.myanimelist.net/images/anime/1170/124312l.jpg,8.81,Vinland Saga Season 2
217,https://cdn.myanimelist.net/images/anime/1227/124318l.jpg,8.81,Vinland Saga Season 2
218,https://cdn.myanimelist.net/images/anime/1763/136447l.jpg,8.81,Vinland Saga Season 2
219,https://cdn.myanimelist.net/images/anime/1881/136448l.jpg,8.81,Vinland Saga Season 2
220,https://cdn.myanimelist.net/images/anime/1661/101764l.jpg,8.79,Shingeki no Kyojin: The Final Season
221,https://cdn.myanimelist.net/images/anime/1873/103180l.jpg,8.79,Shingeki no Kyojin: The Final Season
222,https://cdn.myanimelist.net/images/anime/1384/107759l.jpg,8.79,Shingeki no Kyojin: The Final Season
223,https://cdn.myanimelist.net/images/anime/1086/109406l.jpg,8.79,Shingeki no Kyojin: The Final Season
224,https://cdn.myanimelist.net/images/anime/1773/109409l.jpg,8.79,Shingeki no Kyojin: The Final Season
225,https://cdn.myanimelist.net/images/anime/1536/109462l.jpg,8.79,Shingeki no Kyojin: The Final Season
226,https://cdn.myanimelist.net/images/anime/1505/110414l.jpg,8.79,Shingeki no Kyojin: The Final Season
227,https://cdn.myanimelist.net/images/anime/1000/110531l.jpg,8.79,Shingeki no Kyojin: The Final Season
228,https://cdn.myanimelist.net/images/anime/1142/110532l.jpg,8.79,Shingeki no Kyojin: The Final Season
229,https://cdn.myanimelist.net/images/anime/1441/110935l.jpg,8.79,Shingeki no Kyojin: The Final Season
230,https://cdn.myanimelist.net/images/anime/1824/110939l.jpg,8.79,Shingeki no Kyojin: The Final Season
231,https://cdn.myanimelist.net/images/anime/1793/93254l.jpg,8.79,Mob Psycho 100 II
232,https://cdn.myanimelist.net/images/anime/1918/96303l.jpg,8.79,Mob Psycho 100 II
233,https://cdn.myanimelist.net/images/anime/1331/126582l.jpg,8.79,Mob Psycho 100 II
234,https://cdn.myanimelist.net/images/anime/1130/112176l.jpg,8.79,Bocchi the Rock!
235,https://cdn.myanimelist.net/images/anime/1294/125289l.jpg,8.79,Bocchi the Rock!
236,https://cdn.myanimelist.net/images/anime/1448/127956l.jpg,8.79,Bocchi the Rock!
237,https://cdn.myanimelist.net/images/anime/1125/131611l.jpg,8.79,Bocchi the Rock!
238,https://cdn.myanimelist.net/images/anime/11/79115l.jpg,8.78,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou
239,https://cdn.myanimelist.net/images/anime/2/79231l.jpg,8.78,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou
240,https://cdn.myanimelist.net/images/anime/7/81992l.jpg,8.78,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou
241,https://cdn.myanimelist.net/images/anime/1308/111087l.jpg,8.78,The First Slam Dunk
242,https://cdn.myanimelist.net/images/anime/1121/124964l.jpg,8.78,The First Slam Dunk
243,https://cdn.myanimelist.net/images/anime/1431/125198l.jpg,8.78,The First Slam Dunk
244,https://cdn.myanimelist.net/images/anime/1663/125199l.jpg,8.78,The First Slam Dunk
245,https://cdn.myanimelist.net/images/anime/1705/125200l.jpg,8.78,The First Slam Dunk
246,https://cdn.myanimelist.net/images/anime/1922/125201l.jpg,8.78,The First Slam Dunk
247,https://cdn.myanimelist.net/images/anime/1955/128243l.jpg,8.78,The First Slam Dunk
248,https://cdn.myanimelist.net/images/anime/1745/129284l.jpg,8.78,The First Slam Dunk
249,https://cdn.myanimelist.net/images/anime/1139/124762l.jpg,8.78,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai
250,https://cdn.myanimelist.net/images/anime/1714/128615l.jpg,8.78,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai
251,https://cdn.myanimelist.net/images/anime/1670/130060l.jpg,8.78,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai
252,https://cdn.myanimelist.net/images/anime/1204/132001l.jpg,8.78,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai
253,https://cdn.myanimelist.net/images/anime/8/76487l.jpg,8.78,Kizumonogatari III: Reiketsu-hen
254,https://cdn.myanimelist.net/images/anime/3/81576l.jpg,8.78,Kizumonogatari III: Reiketsu-hen
255,https://cdn.myanimelist.net/images/anime/8/82911l.jpg,8.78,Kizumonogatari III: Reiketsu-hen
256,https://cdn.myanimelist.net/images/anime/5/82921l.jpg,8.78,Kizumonogatari III: Reiketsu-hen
257,https://cdn.myanimelist.net/images/anime/1084/112813l.jpg,8.78,Kizumonogatari III: Reiketsu-hen
258,https://cdn.myanimelist.net/images/anime/3/55143l.jpg,8.77,Sen to Chihiro no Kamikakushi
259,https://cdn.myanimelist.net/images/anime/6/79597l.jpg,8.77,Sen to Chihiro no Kamikakushi
260,https://cdn.myanimelist.net/images/anime/1127/116848l.jpg,8.77,Sen to Chihiro no Kamikakushi
261,https://cdn.myanimelist.net/images/anime/1618/138716l.jpg,8.77,Sen to Chihiro no Kamikakushi
262,https://cdn.myanimelist.net/images/anime/1082/138717l.jpg,8.77,Sen to Chihiro no Kamikakushi
263,https://cdn.myanimelist.net/images/anime/1390/138718l.jpg,8.77,Sen to Chihiro no Kamikakushi
264,https://cdn.myanimelist.net/images/anime/10/2025l.jpg,8.77,Hajime no Ippo
265,https://cdn.myanimelist.net/images/anime/9/8833l.jpg,8.77,Hajime no Ippo
266,https://cdn.myanimelist.net/images/anime/4/86334l.jpg,8.77,Hajime no Ippo
267,https://cdn.myanimelist.net/images/anime/1688/96720l.jpg,8.77,Hajime no Ippo
268,https://cdn.myanimelist.net/images/anime/1949/109616l.jpg,8.77,Hajime no Ippo
269,https://cdn.myanimelist.net/images/anime/1338/111945l.jpg,8.76,Kimetsu no Yaiba: Yuukaku-hen
270,https://cdn.myanimelist.net/images/anime/1908/120036l.jpg,8.76,Kimetsu no Yaiba: Yuukaku-hen
271,https://cdn.myanimelist.net/images/anime/1976/120549l.jpg,8.76,Kimetsu no Yaiba: Yuukaku-hen
272,https://cdn.myanimelist.net/images/anime/1196/128712l.jpg,8.76,Kingdom 5th Season
273,https://cdn.myanimelist.net/images/anime/1946/137349l.jpg,8.76,Kingdom 5th Season
